pair_id,query,lodging_id,relevance
536,전주 저렴하고 와이파이 좋은 숙소,16,2
537,전주 저렴하고 와이파이 좋은 숙소,17,2
538,전주 저렴하고 와이파이 좋은 숙소,18,2
539,전주 저렴하고 와이파이 좋은 숙소,19,2
540,전주 저렴하고 와이파이 좋은 숙소,20,3
541,전주 저렴하고 와이파이 좋은 숙소,21,0
542,전주 저렴하고 와이파이 좋은 숙소,22,2
543,전주 저렴하고 와이파이 좋은 숙소,23,1
544,전주 저렴하고 와이파이 좋은 숙소,24,1
545,전주 저렴하고 와이파이 좋은 숙소,25,1
546,전주 저렴하고 와이파이 좋은 숙소,26,2
547,전주 저렴하고 와이파이 좋은 숙소,27,0
548,전주 저렴하고 와이파이 좋은 숙소,28,2
549,전주 저렴하고 와이파이 좋은 숙소,29,1
550,전주 저렴하고 와이파이 좋은 숙소,30,1
551,전주 저렴하고 와이파이 좋은 숙소,31,1
552,전주 저렴하고 와이파이 좋은 숙소,32,2
553,전주 저렴하고 와이파이 좋은 숙소,33,0
554,전주 저렴하고 와이파이 좋은 숙소,34,2
555,전주 저렴하고 와이파이 좋은 숙소,35,1
556,전주 저렴하고 와이파이 좋은 숙소,36,1
557,전주 저렴하고 와이파이 좋은 숙소,37,1
558,전주 저렴하고 와이파이 좋은 숙소,38,2
559,전주 저렴하고 와이파이 좋은 숙소,39,0
560,전주 저렴하고 와이파이 좋은 숙소,40,2
561,전주 안전하고 평점 높은 장기체류 숙소,1,2
562,전주 안전하고 평점 높은 장기체류 숙소,2,1
563,전주 안전하고 평점 높은 장기체류 숙소,3,0
564,전주 안전하고 평점 높은 장기체류 숙소,4,1
565,전주 안전하고 평점 높은 장기체류 숙소,5,2
566,전주 안전하고 평점 높은 장기체류 숙소,6,1
567,전주 안전하고 평점 높은 장기체류 숙소,7,1
568,전주 안전하고 평점 높은 장기체류 숙소,8,1
569,전주 안전하고 평점 높은 장기체류 숙소,9,1
570,전주 안전하고 평점 높은 장기체류 숙소,10,1
571,전주 안전하고 평점 높은 장기체류 숙소,11,1
572,전주 안전하고 평점 높은 장기체류 숙소,12,2
573,전주 안전하고 평점 높은 장기체류 숙소,13,1
574,전주 안전하고 평점 높은 장기체류 숙소,14,0
575,전주 안전하고 평점 높은 장기체류 숙소,15,1
576,전주 안전하고 평점 높은 장기체류 숙소,16,2
577,전주 안전하고 평점 높은 장기체류 숙소,17,3
578,전주 안전하고 평점 높은 장기체류 숙소,18,1
579,전주 안전하고 평점 높은 장기체류 숙소,19,1
580,전주 안전하고 평점 높은 장기체류 숙소,20,3
581,전주 안전하고 평점 높은 장기체류 숙소,21,2
582,전주 안전하고 평점 높은 장기체류 숙소,22,1
583,전주 안전하고 평점 높은 장기체류 숙소,23,0
584,전주 안전하고 평점 높은 장기체류 숙소,24,1
585,전주 안전하고 평점 높은 장기체류 숙소,25,2
586,전주 안전하고 평점 높은 장기체류 숙소,26,1
587,전주 안전하고 평점 높은 장기체류 숙소,27,1
588,전주 안전하고 평점 높은 장기체류 숙소,28,1
589,전주 안전하고 평점 높은 장기체류 숙소,29,1
590,전주 안전하고 평점 높은 장기체류 숙소,30,1
591,전주 안전하고 평점 높은 장기체류 숙소,31,1
592,전주 안전하고 평점 높은 장기체류 숙소,32,2
593,전주 안전하고 평점 높은 장기체류 숙소,33,1
594,전주 안전하고 평점 높은 장기체류 숙소,34,0
595,전주 안전하고 평점 높은 장기체류 숙소,35,1
596,전주 안전하고 평점 높은 장기체류 숙소,36,2
597,전주 안전하고 평점 높은 장기체류 숙소,37,2
598,전주 안전하고 평점 높은 장기체류 숙소,38,0
599,전주 안전하고 평점 높은 장기체류 숙소,39,0
600,전주 안전하고 평점 높은 장기체류 숙소,40,2
601,여수 조용한 워케이션 숙소,1,1
602,여수 조용한 워케이션 숙소,2,2
603,여수 조용한 워케이션 숙소,3,0
604,여수 조용한 워케이션 숙소,4,2
605,여수 조용한 워케이션 숙소,5,1
606,여수 조용한 워케이션 숙소,6,2
607,여수 조용한 워케이션 숙소,7,0
608,여수 조용한 워케이션 숙소,8,2
609,여수 조용한 워케이션 숙소,9,1
610,여수 조용한 워케이션 숙소,10,2
611,여수 조용한 워케이션 숙소,11,0
612,여수 조용한 워케이션 숙소,12,2
613,여수 조용한 워케이션 숙소,13,1
614,여수 조용한 워케이션 숙소,14,2
615,여수 조용한 워케이션 숙소,15,0
616,여수 조용한 워케이션 숙소,16,2
617,여수 조용한 워케이션 숙소,17,1
618,여수 조용한 워케이션 숙소,18,2
619,여수 조용한 워케이션 숙소,19,0
620,여수 조용한 워케이션 숙소,20,2
621,여수 조용한 워케이션 숙소,21,2
622,여수 조용한 워케이션 숙소,22,3
623,여수 조용한 워케이션 숙소,23,1
624,여수 조용한 워케이션 숙소,24,3
625,여수 조용한 워케이션 숙소,25,1
626,여수 조용한 워케이션 숙소,26,2
627,여수 조용한 워케이션 숙소,27,0
628,여수 조용한 워케이션 숙소,28,2
629,여수 조용한 워케이션 숙소,29,1
630,여수 조용한 워케이션 숙소,30,2
631,여수 조용한 워케이션 숙소,31,0
632,여수 조용한 워케이션 숙소,32,2
633,여수 조용한 워케이션 숙소,33,1
634,여수 조용한 워케이션 숙소,34,2
635,여수 조용한 워케이션 숙소,35,0
636,여수 조용한 워케이션 숙소,36,2
637,여수 조용한 워케이션 숙소,37,1
638,여수 조용한 워케이션 숙소,38,2
639,여수 조용한 워케이션 숙소,39,0
640,여수 조용한 워케이션 숙소,40,2
641,여수 저렴하고 와이파이 좋은 숙소,1,1
642,여수 저렴하고 와이파이 좋은 숙소,2,2
643,여수 저렴하고 와이파이 좋은 숙소,3,0
644,여수 저렴하고 와이파이 좋은 숙소,4,2
645,여수 저렴하고 와이파이 좋은 숙소,5,1
646,여수 저렴하고 와이파이 좋은 숙소,6,1
647,여수 저렴하고 와이파이 좋은 숙소,7,1
648,여수 저렴하고 와이파이 좋은 숙소,8,2
649,여수 저렴하고 와이파이 좋은 숙소,9,0
650,여수 저렴하고 와이파이 좋은 숙소,10,2
651,여수 저렴하고 와이파이 좋은 숙소,11,1
652,여수 저렴하고 와이파이 좋은 숙소,12,1
653,여수 저렴하고 와이파이 좋은 숙소,13,1
654,여수 저렴하고 와이파이 좋은 숙소,14,2
655,여수 저렴하고 와이파이 좋은 숙소,15,0
656,여수 저렴하고 와이파이 좋은 숙소,16,2
657,여수 저렴하고 와이파이 좋은 숙소,17,1
658,여수 저렴하고 와이파이 좋은 숙소,18,1
659,여수 저렴하고 와이파이 좋은 숙소,19,1
660,여수 저렴하고 와이파이 좋은 숙소,20,2
661,여수 저렴하고 와이파이 좋은 숙소,21,1
662,여수 저렴하고 와이파이 좋은 숙소,22,3
663,여수 저렴하고 와이파이 좋은 숙소,23,2
664,여수 저렴하고 와이파이 좋은 숙소,24,2
665,여수 저렴하고 와이파이 좋은 숙소,25,1
666,여수 저렴하고 와이파이 좋은 숙소,26,2
667,여수 저렴하고 와이파이 좋은 숙소,27,0
668,여수 저렴하고 와이파이 좋은 숙소,28,2
669,여수 저렴하고 와이파이 좋은 숙소,29,1
670,여수 저렴하고 와이파이 좋은 숙소,30,1
671,여수 저렴하고 와이파이 좋은 숙소,31,1
672,여수 저렴하고 와이파이 좋은 숙소,32,2
673,여수 저렴하고 와이파이 좋은 숙소,33,0
674,여수 저렴하고 와이파이 좋은 숙소,34,2
675,여수 저렴하고 와이파이 좋은 숙소,35,1
676,여수 저렴하고 와이파이 좋은 숙소,36,1
677,여수 저렴하고 와이파이 좋은 숙소,37,1
678,여수 저렴하고 와이파이 좋은 숙소,38,2
679,여수 저렴하고 와이파이 좋은 숙소,39,0
680,여수 저렴하고 와이파이 좋은 숙소,40,2
681,여수 안전하고 평점 높은 장기체류 숙소,1,2
682,여수 안전하고 평점 높은 장기체류 숙소,2,1
683,여수 안전하고 평점 높은 장기체류 숙소,3,0
684,여수 안전하고 평점 높은 장기체류 숙소,4,1
685,여수 안전하고 평점 높은 장기체류 숙소,5,2
686,여수 안전하고 평점 높은 장기체류 숙소,6,1
687,여수 안전하고 평점 높은 장기체류 숙소,7,1
688,여수 안전하고 평점 높은 장기체류 숙소,8,1
689,여수 안전하고 평점 높은 장기체류 숙소,9,1
690,여수 안전하고 평점 높은 장기체류 숙소,10,1
691,여수 안전하고 평점 높은 장기체류 숙소,11,1
692,여수 안전하고 평점 높은 장기체류 숙소,12,2
693,여수 안전하고 평점 높은 장기체류 숙소,13,1
694,여수 안전하고 평점 높은 장기체류 숙소,14,0
695,여수 안전하고 평점 높은 장기체류 숙소,15,1
696,여수 안전하고 평점 높은 장기체류 숙소,16,2
697,여수 안전하고 평점 높은 장기체류 숙소,17,2
698,여수 안전하고 평점 높은 장기체류 숙소,18,0
699,여수 안전하고 평점 높은 장기체류 숙소,19,0
700,여수 안전하고 평점 높은 장기체류 숙소,20,2
701,여수 안전하고 평점 높은 장기체류 숙소,21,3
702,여수 안전하고 평점 높은 장기체류 숙소,22,2
703,여수 안전하고 평점 높은 장기체류 숙소,23,1
704,여수 안전하고 평점 높은 장기체류 숙소,24,2
705,여수 안전하고 평점 높은 장기체류 숙소,25,2
706,여수 안전하고 평점 높은 장기체류 숙소,26,1
707,여수 안전하고 평점 높은 장기체류 숙소,27,1
708,여수 안전하고 평점 높은 장기체류 숙소,28,1
709,여수 안전하고 평점 높은 장기체류 숙소,29,1
710,여수 안전하고 평점 높은 장기체류 숙소,30,1
711,여수 안전하고 평점 높은 장기체류 숙소,31,1
712,여수 안전하고 평점 높은 장기체류 숙소,32,2
713,여수 안전하고 평점 높은 장기체류 숙소,33,1
714,여수 안전하고 평점 높은 장기체류 숙소,34,0
715,여수 안전하고 평점 높은 장기체류 숙소,35,1
716,여수 안전하고 평점 높은 장기체류 숙소,36,2
717,여수 안전하고 평점 높은 장기체류 숙소,37,2
718,여수 안전하고 평점 높은 장기체류 숙소,38,0
719,여수 안전하고 평점 높은 장기체류 숙소,39,0
720,여수 안전하고 평점 높은 장기체류 숙소,40,2
721,경주 조용한 워케이션 숙소,1,1
722,경주 조용한 워케이션 숙소,2,2
723,경주 조용한 워케이션 숙소,3,0
724,경주 조용한 워케이션 숙소,4,2
725,경주 조용한 워케이션 숙소,5,1
726,경주 조용한 워케이션 숙소,6,2
727,경주 조용한 워케이션 숙소,7,0
728,경주 조용한 워케이션 숙소,8,2
729,경주 조용한 워케이션 숙소,9,1
730,경주 조용한 워케이션 숙소,10,2
731,경주 조용한 워케이션 숙소,11,0
732,경주 조용한 워케이션 숙소,12,2
733,경주 조용한 워케이션 숙소,13,1
734,경주 조용한 워케이션 숙소,14,2
735,경주 조용한 워케이션 숙소,15,0
736,경주 조용한 워케이션 숙소,16,2
737,경주 조용한 워케이션 숙소,17,1
738,경주 조용한 워케이션 숙소,18,2
739,경주 조용한 워케이션 숙소,19,0
740,경주 조용한 워케이션 숙소,20,2
741,경주 조용한 워케이션 숙소,21,1
742,경주 조용한 워케이션 숙소,22,2
743,경주 조용한 워케이션 숙소,23,0
744,경주 조용한 워케이션 숙소,24,2
745,경주 조용한 워케이션 숙소,25,2
746,경주 조용한 워케이션 숙소,26,3
747,경주 조용한 워케이션 숙소,27,1
748,경주 조용한 워케이션 숙소,28,3
749,경주 조용한 워케이션 숙소,29,1
750,경주 조용한 워케이션 숙소,30,2
751,경주 조용한 워케이션 숙소,31,0
752,경주 조용한 워케이션 숙소,32,2
753,경주 조용한 워케이션 숙소,33,1
754,경주 조용한 워케이션 숙소,34,2
755,경주 조용한 워케이션 숙소,35,0
756,경주 조용한 워케이션 숙소,36,2
757,경주 조용한 워케이션 숙소,37,1
758,경주 조용한 워케이션 숙소,38,2
759,경주 조용한 워케이션 숙소,39,0
760,경주 조용한 워케이션 숙소,40,2
761,경주 저렴하고 와이파이 좋은 숙소,1,1
762,경주 저렴하고 와이파이 좋은 숙소,2,2
763,경주 저렴하고 와이파이 좋은 숙소,3,0
764,경주 저렴하고 와이파이 좋은 숙소,4,2
765,경주 저렴하고 와이파이 좋은 숙소,5,1
766,경주 저렴하고 와이파이 좋은 숙소,6,1
767,경주 저렴하고 와이파이 좋은 숙소,7,1
768,경주 저렴하고 와이파이 좋은 숙소,8,2
769,경주 저렴하고 와이파이 좋은 숙소,9,0
770,경주 저렴하고 와이파이 좋은 숙소,10,2
771,경주 저렴하고 와이파이 좋은 숙소,11,1
772,경주 저렴하고 와이파이 좋은 숙소,12,1
773,경주 저렴하고 와이파이 좋은 숙소,13,1
774,경주 저렴하고 와이파이 좋은 숙소,14,2
775,경주 저렴하고 와이파이 좋은 숙소,15,0
776,경주 저렴하고 와이파이 좋은 숙소,16,2
777,경주 저렴하고 와이파이 좋은 숙소,17,1
778,경주 저렴하고 와이파이 좋은 숙소,18,1
779,경주 저렴하고 와이파이 좋은 숙소,19,1
780,경주 저렴하고 와이파이 좋은 숙소,20,2
781,경주 저렴하고 와이파이 좋은 숙소,21,0
782,경주 저렴하고 와이파이 좋은 숙소,22,2
783,경주 저렴하고 와이파이 좋은 숙소,23,1
784,경주 저렴하고 와이파이 좋은 숙소,24,1
785,경주 저렴하고 와이파이 좋은 숙소,25,2
786,경주 저렴하고 와이파이 좋은 숙소,26,3
787,경주 저렴하고 와이파이 좋은 숙소,27,1
788,경주 저렴하고 와이파이 좋은 숙소,28,3
789,경주 저렴하고 와이파이 좋은 숙소,29,1
790,경주 저렴하고 와이파이 좋은 숙소,30,1
791,경주 저렴하고 와이파이 좋은 숙소,31,1
792,경주 저렴하고 와이파이 좋은 숙소,32,2
793,경주 저렴하고 와이파이 좋은 숙소,33,0
794,경주 저렴하고 와이파이 좋은 숙소,34,2
795,경주 저렴하고 와이파이 좋은 숙소,35,1
796,경주 저렴하고 와이파이 좋은 숙소,36,1
797,경주 저렴하고 와이파이 좋은 숙소,37,1
798,경주 저렴하고 와이파이 좋은 숙소,38,2
799,경주 저렴하고 와이파이 좋은 숙소,39,0
800,경주 저렴하고 와이파이 좋은 숙소,40,2
801,경주 안전하고 평점 높은 장기체류 숙소,1,2
802,경주 안전하고 평점 높은 장기체류 숙소,2,1
803,경주 안전하고 평점 높은 장기체류 숙소,3,0
804,경주 안전하고 평점 높은 장기체류 숙소,4,1
805,경주 안전하고 평점 높은 장기체류 숙소,5,2
806,경주 안전하고 평점 높은 장기체류 숙소,6,1
807,경주 안전하고 평점 높은 장기체류 숙소,7,1
808,경주 안전하고 평점 높은 장기체류 숙소,8,1
809,경주 안전하고 평점 높은 장기체류 숙소,9,1
810,경주 안전하고 평점 높은 장기체류 숙소,10,1
811,경주 안전하고 평점 높은 장기체류 숙소,11,1
812,경주 안전하고 평점 높은 장기체류 숙소,12,2
813,경주 안전하고 평점 높은 장기체류 숙소,13,1
814,경주 안전하고 평점 높은 장기체류 숙소,14,0
815,경주 안전하고 평점 높은 장기체류 숙소,15,1
816,경주 안전하고 평점 높은 장기체류 숙소,16,2
817,경주 안전하고 평점 높은 장기체류 숙소,17,2
818,경주 안전하고 평점 높은 장기체류 숙소,18,0
819,경주 안전하고 평점 높은 장기체류 숙소,19,0
820,경주 안전하고 평점 높은 장기체류 숙소,20,2
821,경주 안전하고 평점 높은 장기체류 숙소,21,2
822,경주 안전하고 평점 높은 장기체류 숙소,22,1
823,경주 안전하고 평점 높은 장기체류 숙소,23,0
824,경주 안전하고 평점 높은 장기체류 숙소,24,1
825,경주 안전하고 평점 높은 장기체류 숙소,25,3
826,경주 안전하고 평점 높은 장기체류 숙소,26,2
827,경주 안전하고 평점 높은 장기체류 숙소,27,2
828,경주 안전하고 평점 높은 장기체류 숙소,28,2
829,경주 안전하고 평점 높은 장기체류 숙소,29,1
830,경주 안전하고 평점 높은 장기체류 숙소,30,1
831,경주 안전하고 평점 높은 장기체류 숙소,31,1
832,경주 안전하고 평점 높은 장기체류 숙소,32,2
833,경주 안전하고 평점 높은 장기체류 숙소,33,1
834,경주 안전하고 평점 높은 장기체류 숙소,34,0
835,경주 안전하고 평점 높은 장기체류 숙소,35,1
836,경주 안전하고 평점 높은 장기체류 숙소,36,2
837,경주 안전하고 평점 높은 장기체류 숙소,37,2
838,경주 안전하고 평점 높은 장기체류 숙소,38,0
839,경주 안전하고 평점 높은 장기체류 숙소,39,0
840,경주 안전하고 평점 높은 장기체류 숙소,40,2
841,속초 조용한 워케이션 숙소,1,1
842,속초 조용한 워케이션 숙소,2,2
843,속초 조용한 워케이션 숙소,3,0
844,속초 조용한 워케이션 숙소,4,2
845,속초 조용한 워케이션 숙소,5,1
846,속초 조용한 워케이션 숙소,6,2
847,속초 조용한 워케이션 숙소,7,0
848,속초 조용한 워케이션 숙소,8,2
849,속초 조용한 워케이션 숙소,9,1
850,속초 조용한 워케이션 숙소,10,2
851,속초 조용한 워케이션 숙소,11,0
852,속초 조용한 워케이션 숙소,12,2
853,속초 조용한 워케이션 숙소,13,1
854,속초 조용한 워케이션 숙소,14,2
855,속초 조용한 워케이션 숙소,15,0
856,속초 조용한 워케이션 숙소,16,2
857,속초 조용한 워케이션 숙소,17,1
858,속초 조용한 워케이션 숙소,18,2
859,속초 조용한 워케이션 숙소,19,0
860,속초 조용한 워케이션 숙소,20,2
861,속초 조용한 워케이션 숙소,21,1
862,속초 조용한 워케이션 숙소,22,2
863,속초 조용한 워케이션 숙소,23,0
864,속초 조용한 워케이션 숙소,24,2
865,속초 조용한 워케이션 숙소,25,1
866,속초 조용한 워케이션 숙소,26,2
867,속초 조용한 워케이션 숙소,27,0
868,속초 조용한 워케이션 숙소,28,2
869,속초 조용한 워케이션 숙소,29,2
870,속초 조용한 워케이션 숙소,30,3
871,속초 조용한 워케이션 숙소,31,1
872,속초 조용한 워케이션 숙소,32,3
873,속초 조용한 워케이션 숙소,33,1
874,속초 조용한 워케이션 숙소,34,2
875,속초 조용한 워케이션 숙소,35,0
876,속초 조용한 워케이션 숙소,36,2
877,속초 조용한 워케이션 숙소,37,1
878,속초 조용한 워케이션 숙소,38,2
879,속초 조용한 워케이션 숙소,39,0
880,속초 조용한 워케이션 숙소,40,2
881,속초 저렴하고 와이파이 좋은 숙소,1,1
882,속초 저렴하고 와이파이 좋은 숙소,2,2
883,속초 저렴하고 와이파이 좋은 숙소,3,0
884,속초 저렴하고 와이파이 좋은 숙소,4,2
885,속초 저렴하고 와이파이 좋은 숙소,5,1
886,속초 저렴하고 와이파이 좋은 숙소,6,1
887,속초 저렴하고 와이파이 좋은 숙소,7,1
888,속초 저렴하고 와이파이 좋은 숙소,8,2
889,속초 저렴하고 와이파이 좋은 숙소,9,0
890,속초 저렴하고 와이파이 좋은 숙소,10,2
891,속초 저렴하고 와이파이 좋은 숙소,11,1
892,속초 저렴하고 와이파이 좋은 숙소,12,1
893,속초 저렴하고 와이파이 좋은 숙소,13,1
894,속초 저렴하고 와이파이 좋은 숙소,14,2
895,속초 저렴하고 와이파이 좋은 숙소,15,0
896,속초 저렴하고 와이파이 좋은 숙소,16,2
897,속초 저렴하고 와이파이 좋은 숙소,17,1
898,속초 저렴하고 와이파이 좋은 숙소,18,1
899,속초 저렴하고 와이파이 좋은 숙소,19,1
900,속초 저렴하고 와이파이 좋은 숙소,20,2
901,속초 저렴하고 와이파이 좋은 숙소,21,0
902,속초 저렴하고 와이파이 좋은 숙소,22,2
903,속초 저렴하고 와이파이 좋은 숙소,23,1
904,속초 저렴하고 와이파이 좋은 숙소,24,1
905,속초 저렴하고 와이파이 좋은 숙소,25,1
906,속초 저렴하고 와이파이 좋은 숙소,26,2
907,속초 저렴하고 와이파이 좋은 숙소,27,0
908,속초 저렴하고 와이파이 좋은 숙소,28,2
909,속초 저렴하고 와이파이 좋은 숙소,29,2
910,속초 저렴하고 와이파이 좋은 숙소,30,2
911,속초 저렴하고 와이파이 좋은 숙소,31,2
912,속초 저렴하고 와이파이 좋은 숙소,32,3
913,속초 저렴하고 와이파이 좋은 숙소,33,0
914,속초 저렴하고 와이파이 좋은 숙소,34,2
915,속초 저렴하고 와이파이 좋은 숙소,35,1
916,속초 저렴하고 와이파이 좋은 숙소,36,1
917,속초 저렴하고 와이파이 좋은 숙소,37,1
918,속초 저렴하고 와이파이 좋은 숙소,38,2
919,속초 저렴하고 와이파이 좋은 숙소,39,0
920,속초 저렴하고 와이파이 좋은 숙소,40,2
921,속초 안전하고 평점 높은 장기체류 숙소,1,2
922,속초 안전하고 평점 높은 장기체류 숙소,2,1
923,속초 안전하고 평점 높은 장기체류 숙소,3,0
924,속초 안전하고 평점 높은 장기체류 숙소,4,1
925,속초 안전하고 평점 높은 장기체류 숙소,5,2
926,속초 안전하고 평점 높은 장기체류 숙소,6,1
927,속초 안전하고 평점 높은 장기체류 숙소,7,1
928,속초 안전하고 평점 높은 장기체류 숙소,8,1
929,속초 안전하고 평점 높은 장기체류 숙소,9,1
930,속초 안전하고 평점 높은 장기체류 숙소,10,1
931,속초 안전하고 평점 높은 장기체류 숙소,11,1
932,속초 안전하고 평점 높은 장기체류 숙소,12,2
933,속초 안전하고 평점 높은 장기체류 숙소,13,1
934,속초 안전하고 평점 높은 장기체류 숙소,14,0
935,속초 안전하고 평점 높은 장기체류 숙소,15,1
936,속초 안전하고 평점 높은 장기체류 숙소,16,2
937,속초 안전하고 평점 높은 장기체류 숙소,17,2
938,속초 안전하고 평점 높은 장기체류 숙소,18,0
939,속초 안전하고 평점 높은 장기체류 숙소,19,0
940,속초 안전하고 평점 높은 장기체류 숙소,20,2
941,속초 안전하고 평점 높은 장기체류 숙소,21,2
942,속초 안전하고 평점 높은 장기체류 숙소,22,1
943,속초 안전하고 평점 높은 장기체류 숙소,23,0
944,속초 안전하고 평점 높은 장기체류 숙소,24,1
945,속초 안전하고 평점 높은 장기체류 숙소,25,2
946,속초 안전하고 평점 높은 장기체류 숙소,26,1
947,속초 안전하고 평점 높은 장기체류 숙소,27,1
948,속초 안전하고 평점 높은 장기체류 숙소,28,1
949,속초 안전하고 평점 높은 장기체류 숙소,29,2
950,속초 안전하고 평점 높은 장기체류 숙소,30,2
951,속초 안전하고 평점 높은 장기체류 숙소,31,2
952,속초 안전하고 평점 높은 장기체류 숙소,32,3
953,속초 안전하고 평점 높은 장기체류 숙소,33,1
954,속초 안전하고 평점 높은 장기체류 숙소,34,0
955,속초 안전하고 평점 높은 장기체류 숙소,35,1
956,속초 안전하고 평점 높은 장기체류 숙소,36,2
957,속초 안전하고 평점 높은 장기체류 숙소,37,2
958,속초 안전하고 평점 높은 장기체류 숙소,38,0
959,속초 안전하고 평점 높은 장기체류 숙소,39,0
960,속초 안전하고 평점 높은 장기체류 숙소,40,2
961,포항 조용한 워케이션 숙소,1,1
962,포항 조용한 워케이션 숙소,2,2
963,포항 조용한 워케이션 숙소,3,0
964,포항 조용한 워케이션 숙소,4,2
965,포항 조용한 워케이션 숙소,5,1
966,포항 조용한 워케이션 숙소,6,2
967,포항 조용한 워케이션 숙소,7,0
968,포항 조용한 워케이션 숙소,8,2
969,포항 조용한 워케이션 숙소,9,1
970,포항 조용한 워케이션 숙소,10,2
971,포항 조용한 워케이션 숙소,11,0
972,포항 조용한 워케이션 숙소,12,2
973,포항 조용한 워케이션 숙소,13,1
974,포항 조용한 워케이션 숙소,14,2
975,포항 조용한 워케이션 숙소,15,0
976,포항 조용한 워케이션 숙소,16,2
977,포항 조용한 워케이션 숙소,17,1
978,포항 조용한 워케이션 숙소,18,2
979,포항 조용한 워케이션 숙소,19,0
980,포항 조용한 워케이션 숙소,20,2
981,포항 조용한 워케이션 숙소,21,1
982,포항 조용한 워케이션 숙소,22,2
983,포항 조용한 워케이션 숙소,23,0
984,포항 조용한 워케이션 숙소,24,2
985,포항 조용한 워케이션 숙소,25,1
986,포항 조용한 워케이션 숙소,26,2
987,포항 조용한 워케이션 숙소,27,0
988,포항 조용한 워케이션 숙소,28,2
989,포항 조용한 워케이션 숙소,29,1
990,포항 조용한 워케이션 숙소,30,2
991,포항 조용한 워케이션 숙소,31,0
992,포항 조용한 워케이션 숙소,32,2
993,포항 조용한 워케이션 숙소,33,2
994,포항 조용한 워케이션 숙소,34,3
995,포항 조용한 워케이션 숙소,35,1
996,포항 조용한 워케이션 숙소,36,3
997,포항 조용한 워케이션 숙소,37,1
998,포항 조용한 워케이션 숙소,38,2
999,포항 조용한 워케이션 숙소,39,0
1000,포항 조용한 워케이션 숙소,40,2
1001,포항 저렴하고 와이파이 좋은 숙소,1,1
1002,포항 저렴하고 와이파이 좋은 숙소,2,2
1003,포항 저렴하고 와이파이 좋은 숙소,3,0
1004,포항 저렴하고 와이파이 좋은 숙소,4,2
1005,포항 저렴하고 와이파이 좋은 숙소,5,1
1006,포항 저렴하고 와이파이 좋은 숙소,6,1
1007,포항 저렴하고 와이파이 좋은 숙소,7,1
1008,포항 저렴하고 와이파이 좋은 숙소,8,2
1009,포항 저렴하고 와이파이 좋은 숙소,9,0
1010,포항 저렴하고 와이파이 좋은 숙소,10,2
1011,포항 저렴하고 와이파이 좋은 숙소,11,1
1012,포항 저렴하고 와이파이 좋은 숙소,12,1
1013,포항 저렴하고 와이파이 좋은 숙소,13,1
1014,포항 저렴하고 와이파이 좋은 숙소,14,2
1015,포항 저렴하고 와이파이 좋은 숙소,15,0
1016,포항 저렴하고 와이파이 좋은 숙소,16,2
1017,포항 저렴하고 와이파이 좋은 숙소,17,1
1018,포항 저렴하고 와이파이 좋은 숙소,18,1
1019,포항 저렴하고 와이파이 좋은 숙소,19,1
1020,포항 저렴하고 와이파이 좋은 숙소,20,2
1021,포항 저렴하고 와이파이 좋은 숙소,21,0
1022,포항 저렴하고 와이파이 좋은 숙소,22,2
1023,포항 저렴하고 와이파이 좋은 숙소,23,1
1024,포항 저렴하고 와이파이 좋은 숙소,24,1
1025,포항 저렴하고 와이파이 좋은 숙소,25,1
1026,포항 저렴하고 와이파이 좋은 숙소,26,2
1027,포항 저렴하고 와이파이 좋은 숙소,27,0
1028,포항 저렴하고 와이파이 좋은 숙소,28,2
1029,포항 저렴하고 와이파이 좋은 숙소,29,1
1030,포항 저렴하고 와이파이 좋은 숙소,30,1
1031,포항 저렴하고 와이파이 좋은 숙소,31,1
1032,포항 저렴하고 와이파이 좋은 숙소,32,2
1033,포항 저렴하고 와이파이 좋은 숙소,33,1
1034,포항 저렴하고 와이파이 좋은 숙소,34,3
1035,포항 저렴하고 와이파이 좋은 숙소,35,2
1036,포항 저렴하고 와이파이 좋은 숙소,36,2
1037,포항 저렴하고 와이파이 좋은 숙소,37,1
1038,포항 저렴하고 와이파이 좋은 숙소,38,2
1039,포항 저렴하고 와이파이 좋은 숙소,39,0
1040,포항 저렴하고 와이파이 좋은 숙소,40,2
1041,포항 안전하고 평점 높은 장기체류 숙소,1,2
1042,포항 안전하고 평점 높은 장기체류 숙소,2,1
1043,포항 안전하고 평점 높은 장기체류 숙소,3,0
1044,포항 안전하고 평점 높은 장기체류 숙소,4,1
1045,포항 안전하고 평점 높은 장기체류 숙소,5,2
1046,포항 안전하고 평점 높은 장기체류 숙소,6,1
1047,포항 안전하고 평점 높은 장기체류 숙소,7,1
1048,포항 안전하고 평점 높은 장기체류 숙소,8,1
1049,포항 안전하고 평점 높은 장기체류 숙소,9,1
1050,포항 안전하고 평점 높은 장기체류 숙소,10,1
1051,포항 안전하고 평점 높은 장기체류 숙소,11,1
1052,포항 안전하고 평점 높은 장기체류 숙소,12,2
1053,포항 안전하고 평점 높은 장기체류 숙소,13,1
1054,포항 안전하고 평점 높은 장기체류 숙소,14,0
1055,포항 안전하고 평점 높은 장기체류 숙소,15,1
1056,포항 안전하고 평점 높은 장기체류 숙소,16,2
1057,포항 안전하고 평점 높은 장기체류 숙소,17,2
1058,포항 안전하고 평점 높은 장기체류 숙소,18,0
1059,포항 안전하고 평점 높은 장기체류 숙소,19,0
1060,포항 안전하고 평점 높은 장기체류 숙소,20,2
